time,gps_heading,gspeed
1684813938.413669,0.0,0.007
1684813938.43407,0.0,0.007
1684813938.4542377,0.0,0.007
1684813938.473879,0.0,0.007
1684813938.4944057,0.0,0.007
1684813938.5140631,0.0,0.007
1684813938.5337918,0.0,0.007
1684813938.5544863,0.0,0.007
1684813938.573756,0.0,0.007
1684813938.5935974,0.0,0.007
1684813938.6144884,0.0,0.007
1684813938.633656,0.0,0.007
1684813938.6540303,0.0,0.007
1684813938.6737688,0.0,0.007
1684813938.6934261,0.0,0.007
1684813938.7137089,0.0,0.007
1684813938.7337468,0.0,0.007
1684813938.7535872,0.0,0.007
1684813938.773961,0.0,0.007
1684813938.793783,0.0,0.007
1684813938.8137524,0.0,0.007
1684813938.8339937,0.0,0.007
1684813938.8534446,0.0,0.007
1684813938.8733509,0.0,0.007
1684813938.8943918,0.0,0.007
1684813938.9136999,0.0,0.007
1684813938.9340677,0.0,0.007
1684813938.954268,0.0,0.007
1684813938.9737294,0.0,0.007
1684813938.9952478,0.0,0.007
1684813939.0139532,0.0,0.007
1684813939.0336452,0.0,0.007
1684813939.0545573,0.0,0.007
1684813939.0742908,0.0,0.007
1684813939.0941315,0.0,0.007
1684813939.1141603,0.0,0.007
1684813939.1337652,0.0,0.007
1684813939.1541245,0.0,0.007
1684813939.1739564,0.0,0.007
1684813939.1935997,0.0,0.007
1684813939.2138379,0.0,0.007
1684813939.2339158,0.0,0.007
1684813939.2541788,0.0,0.007
1684813939.2740133,0.0,0.007
1684813939.2935889,0.0,0.007
1684813939.3139095,0.0,0.007
1684813939.3340268,0.0,0.007
1684813939.3537276,0.0,0.007
1684813939.3738735,0.0,0.007
1684813939.3937972,0.0,0.007
1684813939.413825,0.0,0.007
1684813939.4339714,0.0,0.007
1684813939.4536605,0.0,0.007
1684813939.4739542,0.0,0.007
1684813939.494395,0.0,0.007
1684813939.513844,0.0,0.007
1684813939.5339122,0.0,0.007
1684813939.5539227,0.0,0.007
1684813939.573819,0.0,0.007
1684813939.5941553,0.0,0.007
1684813939.613909,0.0,0.007
1684813939.6337733,0.0,0.007
1684813939.6538649,0.0,0.007
1684813939.674027,0.0,0.007
1684813939.6940513,0.0,0.007
1684813939.7141836,0.0,0.007
1684813939.7338278,0.0,0.007
1684813939.753801,0.0,0.007
1684813939.7739508,0.0,0.007
1684813939.7934182,0.0,0.007
1684813939.8137517,0.0,0.007
1684813939.83385,0.0,0.007
1684813939.8539674,0.0,0.007
1684813939.8736317,0.0,0.007
1684813939.8937917,0.0,0.007
1684813939.9141746,0.0,0.007
1684813939.933954,0.0,0.007
1684813939.953906,0.0,0.007
1684813939.9736772,0.0,0.007
1684813939.9943647,0.0,0.007
1684813940.013564,0.0,0.007
1684813940.0343971,0.0,0.007
1684813940.05397,0.0,0.007
1684813940.0738082,0.0,0.007
1684813940.0938408,0.0,0.007
1684813940.1136746,0.0,0.007
1684813940.1334665,0.0,0.007
1684813940.154082,0.0,0.007
1684813940.1734984,0.0,0.007
1684813940.1934662,0.0,0.007
1684813940.2139094,0.0,0.004
1684813940.2334106,0.0,0.004
1684813940.2536352,0.0,0.004
1684813940.2737882,0.0,0.004
1684813940.2934897,0.0,0.004
1684813940.3138416,0.0,0.004
1684813940.333618,0.0,0.004
1684813940.3535113,0.0,0.004
1684813940.3740292,0.0,0.004
1684813940.3934977,0.0,0.004
1684813940.4138052,0.0,0.004
1684813940.43404,0.0,0.004
1684813940.453474,0.0,0.004
1684813940.4739807,0.0,0.004
1684813940.4938817,0.0,0.004
1684813940.513699,0.0,0.004
1684813940.5343997,0.0,0.004
1684813940.5539472,0.0,0.004
1684813940.5740378,0.0,0.004
1684813940.5945177,0.0,0.004
1684813940.6136935,0.0,0.004
