time,gps_heading,gspeed
1684813821.7997687,0.0,0.004
1684813821.8198802,0.0,0.004
1684813821.84054,0.0,0.004
1684813821.8605306,0.0,0.004
1684813821.880116,0.0,0.004
1684813821.8999505,0.0,0.004
1684813821.9205308,0.0,0.004
1684813821.9405096,0.0,0.004
1684813821.9603984,0.0,0.004
1684813821.9803586,0.0,0.004
1684813821.999844,0.0,0.004
1684813822.0205336,0.0,0.004
1684813822.040222,0.0,0.004
1684813822.0600367,0.0,0.004
1684813822.079946,0.0,0.004
1684813822.1004608,0.0,0.004
1684813822.1198423,0.0,0.004
1684813822.1406534,0.0,0.004
1684813822.1607518,0.0,0.004
1684813822.1798172,0.0,0.004
1684813822.199855,0.0,0.004
1684813822.2200634,0.0,0.004
1684813822.2401068,0.0,0.004
1684813822.2603378,0.0,0.004
1684813822.2796934,0.0,0.004
1684813822.3004372,0.0,0.004
1684813822.320062,0.0,0.004
1684813822.3400853,0.0,0.004
1684813822.3606522,0.0,0.004
1684813822.3802865,0.0,0.004
1684813822.4002445,0.0,0.004
1684813822.4198997,0.0,0.004
1684813822.4396954,0.0,0.004
1684813822.4605424,0.0,0.004
1684813822.479663,0.0,0.004
1684813822.5001335,0.0,0.004
1684813822.5207288,0.0,0.004
1684813822.5401306,0.0,0.004
1684813822.5604296,0.0,0.004
1684813822.581147,0.0,0.004
1684813822.6000128,0.0,0.004
1684813822.6206148,0.0,0.004
1684813822.640418,0.0,0.004
1684813822.6601636,0.0,0.004
1684813822.6805007,0.0,0.01
1684813822.700037,0.0,0.01
1684813822.7204669,0.0,0.01
1684813822.7406933,0.0,0.01
1684813822.7599986,0.0,0.01
1684813822.780544,0.0,0.01
1684813822.799805,0.0,0.01
1684813822.8202167,0.0,0.01
1684813822.840646,0.0,0.01
1684813822.8598495,0.0,0.01
1684813822.8801858,0.0,0.01
1684813822.9000175,0.0,0.01
1684813822.9199915,0.0,0.01
1684813822.9407055,0.0,0.01
1684813822.960734,0.0,0.01
1684813822.979611,0.0,0.01
1684813823.0003867,0.0,0.01
1684813823.0207562,0.0,0.01
1684813823.0403938,0.0,0.01
1684813823.0604103,0.0,0.01
1684813823.0801103,0.0,0.01
1684813823.1002333,0.0,0.01
1684813823.1207693,0.0,0.01
1684813823.1400592,0.0,0.01
1684813823.1605926,0.0,0.01
1684813823.1806498,0.0,0.01
1684813823.2000496,0.0,0.01
1684813823.2201073,0.0,0.01
1684813823.2402267,0.0,0.01
1684813823.2603307,0.0,0.01
1684813823.2804825,0.0,0.01
1684813823.2996109,0.0,0.01
1684813823.3197937,0.0,0.01
1684813823.340385,0.0,0.01
1684813823.3602524,0.0,0.01
1684813823.3804724,0.0,0.01
1684813823.4006414,0.0,0.01
1684813823.4201422,0.0,0.01
1684813823.4405193,0.0,0.01
