time,heading,gps_heading,speeed,gspeed,gear
1684578843.3440619,143.67189732685057,143.6805192720179,0.0,0.0,2
1684578843.3649344,143.67189732685057,143.6805192720179,0.0,0.0,2
1684578843.3839693,143.67160926819426,143.6805192720179,0.0,0.0,2
1684578843.4048164,143.67160926819426,143.6805192720179,0.0,0.0,2
1684578843.4245439,143.67160926819426,143.6805192720179,0.0,0.0,2
1684578843.444398,143.67175884559745,143.6805192720179,0.0,0.0,2
1684578843.465066,143.6717703758309,143.6805192720179,0.0,0.0,2
1684578843.4844158,143.6717703758309,143.6805192720179,0.0,0.0,2
1684578843.5045533,143.6717703758309,143.6805192720179,0.0,0.0,2
1684578843.5249782,143.67205800212668,143.6805192720179,0.0,0.0,2
1684578843.5443912,143.67205800212668,143.6805192720179,0.0,0.0,2
1684578843.5644958,143.67205800212668,143.6805192720179,0.0,0.0,2
1684578843.5850196,143.67205800212668,143.6805192720179,0.0,0.0,2
1684578843.6039863,143.67190842357493,143.6805192720179,0.0,0.0,2
1684578843.624474,143.67175884559745,143.6805192720179,0.0,0.0,2
1684578843.6444652,143.67175884559745,143.6805192720179,0.0,0.0,2
1684578843.6644714,143.67175884559745,143.6805192720179,0.0,0.0,2
1684578843.6849778,143.67175884559745,143.6805192720179,0.0,0.0,2
1684578843.704346,143.67189732685057,143.6805192720179,0.0,0.0,2
1684578843.72438,143.67204782747118,143.6805192720179,0.0,0.0,2
1684578843.7451622,143.67218858748063,143.6805192720179,0.0,0.0,2
1684578843.764351,143.67218858748063,143.6805192720179,0.0,0.0,2
1684578843.7851145,143.67219832867318,143.6805192720179,0.0,0.0,2
1684578843.8048346,143.67234883045657,143.6805192720179,0.0,0.0,2
1684578843.8245609,143.67220758125274,143.6805192720179,0.0,0.0,2
1684578843.8450038,143.67220758125274,143.6805192720179,0.0,0.0,2
1684578843.8644454,143.67220758125274,143.6805192720179,0.0,0.0,2
1684578843.8840125,143.67205800212668,143.6805192720179,0.0,0.0,2
1684578843.905161,143.67205800212668,143.6805192720179,0.0,0.0,2
1684578843.924584,143.67219832867318,143.6805192720179,0.0,0.0,2
1684578843.9456885,143.67190842357493,143.6805192720179,0.0,0.0,2
1684578843.9649057,143.67190842357493,143.6805192720179,0.0,0.0,2
1684578843.9843483,143.67190842357493,143.6805192720179,0.0,0.0,2
1684578844.0058727,143.67190842357493,143.6805192720179,0.0,0.0,2
1684578844.0248015,143.67205800212668,143.6805192720179,0.0,0.0,2
1684578844.0442681,143.67234883045657,143.6805192720179,0.0,0.0,2
1684578844.0654068,143.67220758125274,143.6805192720179,0.0,0.0,2
1684578844.0845208,143.67220758125274,143.6805192720179,0.0,0.0,2
1684578844.1045783,143.67191903172193,143.6805192720179,0.0,0.0,2
1684578844.1258094,143.65326082130426,143.6805192720179,0.0,0.0,2
1684578844.1442761,143.6531217016208,143.6805192720179,0.0,0.0,2
1684578844.1643372,143.6531217016208,143.6805192720179,0.0,0.0,2
