time,imu_heading,gspeed
1684816935.0352602,145.61554517065898,0.0
1684816935.0562494,145.61570409825902,0.0
1684816935.076425,145.6158967149722,0.0
1684816935.0962815,145.6158967149722,0.0
1684816935.116232,145.6158967149722,0.0
1684816935.1354432,145.6158967149722,0.0
1684816935.1550546,145.61570409825902,0.0
1684816935.1750736,145.61570409825902,0.0
1684816935.1950057,145.61570409825902,0.0
1684816935.216226,145.61570409825902,0.0
1684816935.235946,145.61570409825902,0.0
1684816935.256225,145.61570409825902,0.0
1684816935.2752664,145.61570409825902,0.0
1684816935.295542,145.61570409825902,0.0
1684816935.3161943,145.61551277401583,0.0
1684816935.3354037,145.61551277401583,0.0
1684816935.3561547,145.61551277401583,0.0
1684816935.3764722,145.61551277401583,0.0
1684816935.3955498,145.61551277401583,0.0
1684816935.4154994,145.61551277401583,0.0
1684816935.4354947,145.61551277401583,0.0
1684816935.4560559,145.61551277401583,0.0
1684816935.4762652,145.61551277401583,0.0
1684816935.4960427,145.6153547918506,0.0
1684816935.5152636,145.6153547918506,0.0
1684816935.5362928,145.6153547918506,0.0
1684816935.5556483,145.61551277401583,0.0
1684816935.5755446,145.61551277401583,0.0
1684816935.596269,145.61551277401583,0.0
1684816935.6157806,145.61551277401583,0.0
1684816935.6360574,145.61551277401583,0.002
1684816935.65515,145.61551277401583,0.002
1684816935.675082,145.61551277401583,0.002
1684816935.6954455,145.6153547918506,0.002
1684816935.7158763,145.6153547918506,0.002
1684816935.7351062,145.61516570556327,0.002
1684816935.7558596,145.61551277401583,0.002
1684816935.7759407,145.61551277401583,0.002
1684816935.7957773,145.61551277401583,0.002
1684816935.8164394,145.61551277401583,0.002
1684816935.8358579,145.61551277401583,0.002
1684816935.8562884,145.61551277401583,0.002
1684816935.8761764,145.61551277401583,0.002
1684816935.8951619,145.61551277401583,0.002
1684816935.9151642,145.61551277401583,0.002
1684816935.9350376,145.6153547918506,0.002
1684816935.9557464,145.6153547918506,0.002
1684816935.975911,145.60632052844508,0.002
1684816935.9955938,145.60647847651504,0.002
1684816936.015646,145.60632052844508,0.002
1684816936.0362597,145.60632052844508,0.002
1684816936.0558639,145.60647847651504,0.002
1684816936.0757768,145.60647847651504,0.002
1684816936.0957994,145.60647847651504,0.002
1684816936.1163092,145.60647847651504,0.002
1684816936.136333,145.60647847651504,0.002
1684816936.1553369,145.60647847651504,0.002
1684816936.1751347,145.60647847651504,0.002
1684816936.1953726,145.6062884128708,0.002
1684816936.2164297,145.6062884128708,0.002
1684816936.23645,145.6062884128708,0.002
1684816936.256002,145.6062884128708,0.002
1684816936.2756414,145.6062884128708,0.002
1684816936.295802,145.6062884128708,0.002
1684816936.3159378,145.6062884128708,0.002
1684816936.3355649,145.60647847651504,0.002
1684816936.3556652,145.60647847651504,0.002
1684816936.375502,145.60647847651504,0.002
1684816936.3951328,145.60647847651504,0.002
1684816936.4154785,145.60647847651504,0.002
1684816936.4355898,145.60647847651504,0.002
1684816936.4555366,145.60647847651504,0.002
1684816936.476083,145.60647847651504,0.002
1684816936.495718,145.60647847651504,0.002
1684816936.5161755,145.60647847651504,0.002
1684816936.5363572,145.60647847651504,0.002
1684816936.5558138,145.60647847651504,0.002
1684816936.5762107,145.60647847651504,0.002
1684816936.5958269,145.60647847651504,0.002
1684816936.6156197,145.60647847651504,0.006
1684816936.6363535,145.60647847651504,0.006
1684816936.6551678,145.60647847651504,0.006
1684816936.675128,145.60647847651504,0.006
1684816936.695395,145.60663642518116,0.006
1684816936.7162843,145.59744612888778,0.006
1684816936.7363565,145.59744612888778,0.006
1684816936.7564113,145.59744612888778,0.006
1684816936.7755919,145.59744612888778,0.006
1684816936.795776,145.59744612888778,0.006
1684816936.8158941,145.59760404346173,0.006
1684816936.8356245,145.59744612888778,0.006
1684816936.8563566,145.59744612888778,0.006
1684816936.8756318,145.59744612888778,0.006
1684816936.8954337,145.59744612888778,0.006
1684816936.9150271,145.59744612888778,0.006
1684816936.9354095,145.59728821490987,0.006
1684816936.9556198,145.59744612888778,0.006
1684816936.9758976,145.59728821490987,0.006
1684816936.9952743,145.5879031729319,0.006
1684816937.0154817,145.5879031729319,0.006
1684816937.0358431,145.57019381819174,0.006
1684816937.0558298,145.57038798087157,0.006
1684816937.076097,145.57019381819174,0.006
1684816937.0958369,145.57035359122375,0.006
1684816937.1156948,145.57035359122375,0.006
1684816937.1359575,145.5705133648666,0.006
1684816937.1550536,145.5705133648666,0.006
1684816937.175383,145.57035359122375,0.006
1684816937.195626,145.56113210915774,0.006
1684816937.2162333,145.56097331527576,0.006
1684816937.2362392,145.56097331527576,0.006
1684816937.2563653,145.56097331527576,0.006
1684816937.2757058,145.56097331527576,0.006
1684816937.296264,145.56097331527576,0.006
1684816937.315796,145.56132595476038,0.006
1684816937.3355858,145.56132595476038,0.006
1684816937.356396,145.56152109433881,0.006
1684816937.3755302,145.56132595476038,0.006
1684816937.395751,145.56132595476038,0.006
1684816937.4149487,145.56132595476038,0.006
1684816937.4349785,145.56113210915774,0.006
1684816937.4551253,145.5609395575728,0.006
1684816937.4762473,145.5609395575728,0.006
1684816937.4959178,145.5609395575728,0.006
1684816937.516375,145.56113210915774,0.006
1684816937.5356133,145.56132595476038,0.006
1684816937.5558474,145.56132595476038,0.006
1684816937.5757864,145.56132595476038,0.006
1684816937.595688,145.56132595476038,0.006
1684816937.6163077,145.56148569388853,0.006
1684816937.6355858,145.5427149280361,0.004
1684816937.655042,145.5427149280361,0.004
1684816937.6757185,145.5427149280361,0.004
1684816937.6951675,145.53349599474487,0.004
1684816937.715658,145.53349599474487,0.004
1684816937.7358992,145.53349599474487,0.004
1684816937.7561758,145.53330325680417,0.004
1684816937.77577,145.53346107530606,0.004
1684816937.7962089,145.53365475771216,0.004
