time,heading,gps_heading,speeed,gspeed,gear
1684582935.9716053,55.30217331450811,55.30217331450811,0.0,0.0252,0
1684582935.991627,55.30217331450811,55.30217331450811,0.0,0.0252,0
1684582936.01148,55.292824526335465,55.292824526335465,0.0,0.0252,0
1684582936.0320885,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.051202,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.071379,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.091816,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.1111705,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.1312945,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.151096,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.1720884,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.191203,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.2113297,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.2312336,55.292824526335465,55.292824526335465,0.0,0.0252,0
1684582936.2518787,55.292824526335465,55.292824526335465,0.0,0.0252,0
1684582936.2715802,55.292824526335465,55.292824526335465,0.0,0.0252,0
1684582936.2912817,55.292824526335465,55.292824526335465,0.0,0.0252,0
1684582936.3121223,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.3317075,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.3518598,55.29299789989682,55.29299789989682,0.0,0.0252,0
1684582936.3717246,55.28382441641412,55.28382441641412,0.0,0.0252,0
1684582936.392235,55.28398020092132,55.28398020092132,0.0,0.0252,0
1684582936.4115305,55.28398020092132,55.28398020092132,0.0,0.0252,0
1684582936.4314334,55.28398020092132,55.28398020092132,0.0,0.0252,0
1684582936.4514124,55.283805907082126,55.283805907082126,0.0,0.0252,0
1684582936.4715354,55.283805907082126,55.283805907082126,0.0,0.0252,0
1684582936.4915543,55.27463443817916,55.27463443817916,0.0,0.0252,0
1684582936.5118542,55.265313399595556,55.265313399595556,0.0,0.0252,0
1684582936.5313725,55.265139100509856,55.265139100509856,0.0,0.0252,0
1684582936.5513692,55.265139100509856,55.265139100509856,0.0,0.0252,0
1684582936.5719388,55.26529439557871,55.26529439557871,0.0,0.0252,0
1684582936.5912457,55.26529439557871,55.26529439557871,0.0,0.0252,0
1684582936.6114604,55.265139100509856,55.265139100509856,0.0,0.0252,0
1684582936.6317892,55.26546965144658,55.26546965144658,0.0,0.0252,0
