time,imu_heading,gspeed
1684817166.1054218,145.76232242042116,0.0
1684817166.1255417,145.76229611059492,0.0
1684817166.1462767,145.76229611059492,0.0
1684817166.1660378,145.76229611059492,0.0
1684817166.1859787,145.76229611059492,0.0
1684817166.205521,145.76232242042116,0.0
1684817166.2256866,145.76232242042116,0.0
1684817166.2459726,145.76232242042116,0.0
1684817166.266111,145.76232242042116,0.003
1684817166.2857563,145.76232242042116,0.003
1684817166.3058064,145.76232242042116,0.003
1684817166.3253827,145.76232242042116,0.003
1684817166.3451903,145.76232242042116,0.003
1684817166.365839,145.76238686112245,0.003
1684817166.385734,145.76238686112245,0.003
1684817166.405355,145.76232242042116,0.003
1684817166.425302,145.75324131341551,0.003
1684817166.4455726,145.75326758756452,0.003
1684817166.4659889,145.75326758756452,0.003
1684817166.4858012,145.74372565988276,0.003
1684817166.5053816,145.7436612179488,0.003
1684817166.5263207,145.74372565988276,0.003
1684817166.5460775,145.74372565988276,0.003
1684817166.565696,145.74372565988276,0.003
1684817166.5858307,145.74372565988276,0.003
1684817166.6059484,145.74372565988276,0.003
1684817166.625952,145.74372565988276,0.003
1684817166.6455443,145.74372565988276,0.003
1684817166.6653352,145.74372565988276,0.003
1684817166.6855898,145.74372565988276,0.003
1684817166.705815,145.74372565988276,0.003
1684817166.726109,145.74372565988276,0.003
1684817166.7462864,145.74372565988276,0.003
1684817166.765897,145.7436612179488,0.003
1684817166.7858,145.7436612179488,0.003
1684817166.8063552,145.7436994111842,0.003
1684817166.8255217,145.734645375109,0.003
1684817166.8458993,145.734645375109,0.003
1684817166.8663263,145.73457999983322,0.003
1684817166.8857934,145.734645375109,0.003
1684817166.9054458,145.734645375109,0.003
1684817166.9250488,145.734645375109,0.003
1684817166.9454672,145.734645375109,0.003
1684817166.9656007,145.734645375109,0.003
1684817166.9865935,145.73467158812866,0.003
1684817167.0064912,145.725593288054,0.003
1684817167.026312,145.725593288054,0.003
1684817167.0460541,145.72556840200636,0.003
1684817167.0657058,145.72556840200636,0.003
1684817167.0863404,145.72556840200636,0.003
1684817167.1058786,145.72556840200636,0.003
1684817167.1264334,145.72556840200636,0.003
1684817167.1460497,145.72556840200636,0.003
1684817167.1654277,145.72556840200636,0.003
1684817167.1856446,145.72556840200636,0.003
1684817167.2059166,145.725593288054,0.003
1684817167.2260678,145.725593288054,0.003
1684817167.246569,145.725593288054,0.003
1684817167.2658653,145.70696749193598,0.002
1684817167.285889,145.70696749193598,0.002
1684817167.3065355,145.70696749193598,0.002
1684817167.3259645,145.70696749193598,0.002
1684817167.3459072,145.70696749193598,0.002
1684817167.3660557,145.70696749193598,0.002
1684817167.3858278,145.70696749193598,0.002
1684817167.4054239,145.70696749193598,0.002
1684817167.4253273,145.70699231586974,0.002
1684817167.445518,145.70699231586974,0.002
1684817167.4659228,145.70699231586974,0.002
1684817167.4858975,145.70699231586974,0.002
1684817167.5057898,145.70699231586974,0.002
1684817167.5271256,145.70699231586974,0.002
1684817167.5458586,145.70699231586974,0.002
1684817167.5658512,145.70699231586974,0.002
1684817167.5864491,145.70699231586974,0.002
1684817167.605765,145.70699231586974,0.002
1684817167.626129,145.69794294339988,0.002
1684817167.6454055,145.69790462230233,0.002
1684817167.66538,145.69785186002878,0.002
1684817167.6854656,145.69785186002878,0.002
1684817167.705863,145.68880448733697,0.002
1684817167.7260394,145.68880448733697,0.002
1684817167.7458901,145.68878008095385,0.002
1684817167.7658567,145.68884730852335,0.002
1684817167.7858675,145.68884730852335,0.002
1684817167.8063872,145.6889145362005,0.002
1684817167.825779,145.68893704937457,0.002
1684817167.8466191,145.6798915976171,0.002
1684817167.8664389,145.66128720123976,0.002
1684817167.885945,145.66124558752324,0.002
1684817167.9056296,145.66124558752324,0.002
1684817167.9251566,145.66124558752324,0.002
1684817167.945522,145.66124558752324,0.002
1684817167.9663477,145.66122093316346,0.002
1684817167.9859202,145.66122093316346,0.002
1684817168.005909,145.66119757242987,0.002
1684817168.0265117,145.66119757242987,0.002
1684817168.045683,145.66126478692658,0.002
1684817168.0661383,145.66126478692658,0.002
1684817168.0865147,145.66126478692658,0.002
1684817168.105491,145.66128720123976,0.002
1684817168.126107,145.6613109091704,0.002
1684817168.14542,145.6613109091704,0.002
1684817168.1653655,145.6613109091704,0.002
1684817168.1856968,145.6613109091704,0.002
1684817168.2057564,145.66133591073043,0.002
1684817168.2260282,145.6613109091704,0.002
1684817168.2463877,145.6613109091704,0.002
1684817168.2657492,145.6613109091704,0.004
1684817168.285802,145.66128720123976,0.004
1684817168.306467,145.66128720123976,0.004
1684817168.3256586,145.66128720123976,0.004
1684817168.3461025,145.66128720123976,0.004
1684817168.3657286,145.6522444702025,0.004
1684817168.3857179,145.6522444702025,0.004
1684817168.4056,145.65220283500275,0.004
1684817168.4252198,145.6522931087126,0.004
1684817168.4455245,145.6522931087126,0.004
1684817168.4664898,145.6522931087126,0.004
1684817168.4859633,145.6522931087126,0.004
1684817168.5055432,145.65235747013838,0.004
1684817168.5263824,145.64331660443654,0.004
1684817168.5456278,145.64331660443654,0.004
1684817168.5654564,145.6432926197172,0.004
1684817168.586075,145.6432273261401,0.004
1684817168.6057801,145.6432273261401,0.004
1684817168.625903,145.6432273261401,0.004
1684817168.6454365,145.64316203266475,0.004
1684817168.6654184,145.64316203266475,0.004
1684817168.6857727,145.64316203266475,0.004
1684817168.7054167,145.64316203266475,0.004
1684817168.7254474,145.64316203266475,0.004
1684817168.7454119,145.6432150801951,0.004
1684817168.7654982,145.643252256892,0.004
1684817168.786107,145.64331660443654,0.004
1684817168.8064597,145.6432926197172,0.004
1684817168.8257093,145.63425373921297,0.004
1684817168.8462164,145.63427768875243,0.004
1684817168.866012,145.62470714851034,0.004
1684817168.885863,145.6247275361321,0.004
