time,gps_heading,gspeed
1684813685.4821723,0.0,0.0
1684813685.5016973,0.0,0.0
1684813685.5227864,0.0,0.0
1684813685.5419664,0.0,0.0
1684813685.5617266,0.0,0.0
1684813685.5821283,0.0,0.0
1684813685.6022031,0.0,0.003
1684813685.622236,0.0,0.003
1684813685.641976,0.0,0.003
1684813685.6622546,0.0,0.003
1684813685.6820962,0.0,0.003
1684813685.7017705,0.0,0.003
1684813685.722509,0.0,0.003
1684813685.7429183,0.0,0.003
1684813685.7623143,0.0,0.003
1684813685.7827842,0.0,0.003
1684813685.801858,0.0,0.003
1684813685.8215775,0.0,0.003
1684813685.8416083,0.0,0.003
1684813685.8615148,0.0,0.003
1684813685.881598,0.0,0.003
1684813685.9015675,0.0,0.003
1684813685.9215875,0.0,0.003
1684813685.9419284,0.0,0.003
1684813685.961784,0.0,0.003
1684813685.981904,0.0,0.003
1684813686.002012,0.0,0.003
1684813686.0223985,0.0,0.003
1684813686.04195,0.0,0.003
1684813686.0620565,0.0,0.003
1684813686.08273,0.0,0.003
1684813686.102245,0.0,0.003
1684813686.122129,0.0,0.003
1684813686.1428747,0.0,0.003
1684813686.1628587,0.0,0.003
1684813686.1822848,0.0,0.003
1684813686.2019548,0.0,0.003
1684813686.222142,0.0,0.003
1684813686.2429948,0.0,0.003
1684813686.2622173,0.0,0.003
1684813686.2823348,0.0,0.003
1684813686.3018525,0.0,0.003
1684813686.3219347,0.0,0.003
1684813686.3424904,0.0,0.003
1684813686.362195,0.0,0.003
1684813686.382271,0.0,0.003
1684813686.4028153,0.0,0.003
1684813686.42222,0.0,0.003
1684813686.4423342,0.0,0.003
1684813686.462491,0.0,0.003
1684813686.4824493,0.0,0.003
1684813686.5028846,0.0,0.003
1684813686.522324,0.0,0.003
1684813686.5423608,0.0,0.003
1684813686.5627947,0.0,0.003
1684813686.5821831,0.0,0.003
1684813686.602298,0.0,0.002
1684813686.6229322,0.0,0.002
1684813686.642158,0.0,0.002
1684813686.6621723,0.0,0.002
1684813686.6825485,0.0,0.002
1684813686.702309,0.0,0.002
1684813686.722347,0.0,0.002
1684813686.7421937,0.0,0.002
1684813686.7623503,0.0,0.002
1684813686.7829702,0.0,0.002
1684813686.8018544,0.0,0.002
1684813686.8217933,0.0,0.002
1684813686.8419921,0.0,0.002
1684813686.8619854,0.0,0.002
1684813686.882068,0.0,0.002
1684813686.9020813,0.0,0.002
1684813686.921716,0.0,0.002
1684813686.9425693,0.0,0.002
1684813686.9622827,0.0,0.002
1684813686.9823353,0.0,0.002
1684813687.0028255,0.0,0.002
1684813687.0221784,0.0,0.002
1684813687.0423155,0.0,0.002
1684813687.0629485,0.0,0.002
1684813687.0822682,0.0,0.002
1684813687.1019917,0.0,0.002
1684813687.1227202,0.0,0.002
1684813687.1421084,0.0,0.002
1684813687.1623166,0.0,0.002
1684813687.1826541,0.0,0.002
1684813687.2019784,0.0,0.002
1684813687.2228441,0.0,0.002
1684813687.2424078,0.0,0.002
1684813687.2622912,0.0,0.002
1684813687.2828875,0.0,0.002
1684813687.3020983,0.0,0.002
1684813687.3226626,0.0,0.002
1684813687.3421333,0.0,0.002
1684813687.3622262,0.0,0.002
1684813687.3826528,0.0,0.002
1684813687.4024892,0.0,0.002
1684813687.42235,0.0,0.002
1684813687.4429798,0.0,0.002
1684813687.462093,0.0,0.002
1684813687.4824073,0.0,0.002
1684813687.5020335,0.0,0.002
1684813687.5219202,0.0,0.002
1684813687.5422747,0.0,0.002
1684813687.5622835,0.0,0.002
1684813687.5823827,0.0,0.002
1684813687.6022024,0.0,0.004
1684813687.6220787,0.0,0.004
1684813687.6422594,0.0,0.004
1684813687.6621625,0.0,0.004
1684813687.6819928,0.0,0.004
1684813687.7022905,0.0,0.004
1684813687.7223675,0.0,0.004
1684813687.7418818,0.0,0.004
1684813687.7624886,0.0,0.004
1684813687.782491,0.0,0.004
1684813687.8024168,0.0,0.004
1684813687.8230011,0.0,0.004
1684813687.842298,0.0,0.004
1684813687.8624175,0.0,0.004
1684813687.8832836,0.0,0.004
1684813687.9021263,0.0,0.004
1684813687.9221616,0.0,0.004
1684813687.943066,0.0,0.004
1684813687.9621296,0.0,0.004
1684813687.9826818,0.0,0.004
1684813688.00253,0.0,0.004
1684813688.0219972,0.0,0.004
1684813688.0434082,0.0,0.004
1684813688.0622983,0.0,0.004
1684813688.082213,0.0,0.004
1684813688.1028104,0.0,0.004
1684813688.1222162,0.0,0.004
1684813688.1421914,0.0,0.004
1684813688.1627076,0.0,0.004
1684813688.1821494,0.0,0.004
1684813688.2026591,0.0,0.004
1684813688.2229939,0.0,0.004
1684813688.2424242,0.0,0.004
1684813688.2623348,0.0,0.004
1684813688.2823877,0.0,0.004
1684813688.3023503,0.0,0.004
1684813688.322513,0.0,0.004
1684813688.3422978,0.0,0.004
1684813688.3624678,0.0,0.004
1684813688.382484,0.0,0.004
1684813688.4022331,0.0,0.004
1684813688.422307,0.0,0.004
1684813688.4424858,0.0,0.004
1684813688.4621243,0.0,0.004
1684813688.482442,0.0,0.004
1684813688.5023012,0.0,0.004
1684813688.5226526,0.0,0.004
1684813688.5429282,0.0,0.004
1684813688.5618043,0.0,0.004
1684813688.5826643,0.0,0.002
1684813688.6024723,0.0,0.002
1684813688.6224296,0.0,0.002
1684813688.6427991,0.0,0.002
1684813688.6622446,0.0,0.002
1684813688.682254,0.0,0.002
1684813688.7022812,0.0,0.002
1684813688.722132,0.0,0.002
1684813688.7417824,0.0,0.002
1684813688.762101,0.0,0.002
1684813688.7818952,0.0,0.002
1684813688.801947,0.0,0.002
1684813688.8226936,0.0,0.002
1684813688.842405,0.0,0.002
1684813688.862816,0.0,0.002
1684813688.88217,0.0,0.002
1684813688.9026937,0.0,0.002
1684813688.922587,0.0,0.002
1684813688.941823,0.0,0.002
1684813688.9620576,0.0,0.002
1684813688.9827428,0.0,0.002
1684813689.0022602,0.0,0.002
1684813689.0222156,0.0,0.002
1684813689.04355,0.0,0.002
1684813689.0624373,0.0,0.002
1684813689.0822973,0.0,0.002
1684813689.1025653,0.0,0.002
1684813689.1222544,0.0,0.002
1684813689.1427212,0.0,0.002
1684813689.162127,0.0,0.002
1684813689.182379,0.0,0.002
1684813689.2035031,0.0,0.002
1684813689.2223294,0.0,0.002
1684813689.2425177,0.0,0.002
1684813689.26294,0.0,0.002
1684813689.2825584,0.0,0.002
1684813689.3027036,0.0,0.002
1684813689.3222272,0.0,0.002
1684813689.341907,0.0,0.002
1684813689.362053,0.0,0.002
1684813689.3824112,0.0,0.002
1684813689.4024754,0.0,0.002
1684813689.4223793,0.0,0.002
1684813689.4420857,0.0,0.002
1684813689.4627776,0.0,0.002
1684813689.4822736,0.0,0.002
1684813689.5030053,0.0,0.002
1684813689.5222816,0.0,0.002
1684813689.5421941,0.0,0.002
1684813689.5618036,0.0,0.002
1684813689.581824,0.0,0.005
1684813689.6016738,0.0,0.005
1684813689.6222494,0.0,0.005
1684813689.642165,0.0,0.005
1684813689.6628857,0.0,0.005
1684813689.6820922,0.0,0.005
1684813689.7025282,0.0,0.005
1684813689.7231143,0.0,0.005
1684813689.7429156,0.0,0.005
1684813689.7630396,0.0,0.005
1684813689.7831423,0.0,0.005
1684813689.802528,0.0,0.005
1684813689.822569,0.0,0.005
1684813689.8416853,0.0,0.005
1684813689.8627515,0.0,0.005
1684813689.8819602,0.0,0.005
1684813689.902229,0.0,0.005
1684813689.922225,0.0,0.005
1684813689.941708,0.0,0.005
1684813689.9619634,0.0,0.005
1684813689.981956,0.0,0.005
1684813690.0022843,0.0,0.005
1684813690.022403,0.0,0.005
1684813690.041746,0.0,0.005
1684813690.0617895,0.0,0.005
1684813690.081791,0.0,0.005
1684813690.102048,0.0,0.005
1684813690.121782,0.0,0.005
1684813690.1417396,0.0,0.005
1684813690.161681,0.0,0.005
1684813690.1816003,0.0,0.005
