time,gps_heading,gspeed
1684814172.7936313,0.0,0.0
1684814172.813406,0.0,0.0
1684814172.833626,0.0,0.0
1684814172.852843,0.0,0.0
1684814172.873194,0.0,0.0
1684814172.8936887,0.0,0.0
1684814172.9137232,0.0,0.0
1684814172.9334235,0.0,0.002
1684814172.9533875,0.0,0.002
1684814172.9734137,0.0,0.002
1684814172.99293,0.0,0.002
1684814173.0128515,0.0,0.002
1684814173.0332766,0.0,0.002
1684814173.053719,0.0,0.002
1684814173.0733566,0.0,0.002
1684814173.0933206,0.0,0.002
1684814173.112943,0.0,0.002
1684814173.1339152,0.0,0.002
1684814173.1531625,0.0,0.002
1684814173.173626,0.0,0.002
1684814173.1939695,0.0,0.002
1684814173.213356,0.0,0.002
1684814173.2336118,0.0,0.002
1684814173.2535489,0.0,0.002
1684814173.2732291,0.0,0.002
1684814173.2933161,0.0,0.002
1684814173.313497,0.0,0.002
1684814173.3329282,0.0,0.002
1684814173.3533952,0.0,0.002
1684814173.3732371,0.0,0.002
1684814173.3936982,0.0,0.002
1684814173.4140413,0.0,0.002
1684814173.4330142,0.0,0.002
1684814173.4531856,0.0,0.002
1684814173.4737656,0.0,0.002
1684814173.4934206,0.0,0.002
1684814173.5137825,0.0,0.002
1684814173.5332985,0.0,0.002
1684814173.5532553,0.0,0.002
1684814173.5739923,0.0,0.002
1684814173.5931404,0.0,0.002
1684814173.6131098,0.0,0.002
1684814173.6333885,0.0,0.002
1684814173.653307,0.0,0.002
1684814173.6734536,0.0,0.002
1684814173.6938324,0.0,0.002
1684814173.7135592,0.0,0.002
1684814173.733705,0.0,0.002
1684814173.7534933,0.0,0.002
1684814173.7730694,0.0,0.002
1684814173.793822,0.0,0.002
1684814173.8134286,0.0,0.002
1684814173.833063,0.0,0.002
1684814173.8531442,0.0,0.002
1684814173.8734972,0.0,0.002
1684814173.8931942,0.0,0.002
1684814173.9136415,0.0,0.002
1684814173.9333577,0.0,0.005
1684814173.9536853,0.0,0.005
1684814173.9736245,0.0,0.005
1684814173.9931848,0.0,0.005
1684814174.0134006,0.0,0.005
1684814174.0329163,0.0,0.005
1684814174.053172,0.0,0.005
1684814174.073881,0.0,0.005
1684814174.0926914,0.0,0.005
1684814174.1132984,0.0,0.005
1684814174.1330128,0.0,0.005
1684814174.1527493,0.0,0.005
1684814174.1734738,0.0,0.005
1684814174.193453,0.0,0.005
1684814174.2132378,0.0,0.005
1684814174.2333395,0.0,0.005
1684814174.252934,0.0,0.005
1684814174.2728662,0.0,0.005
1684814174.2934062,0.0,0.005
1684814174.3132982,0.0,0.005
1684814174.33376,0.0,0.005
1684814174.353315,0.0,0.005
1684814174.373202,0.0,0.005
1684814174.3938174,0.0,0.005
1684814174.413834,0.0,0.005
1684814174.433391,0.0,0.005
1684814174.4537718,0.0,0.005
1684814174.4731035,0.0,0.005
1684814174.492985,0.0,0.005
1684814174.5130746,0.0,0.005
1684814174.533408,0.0,0.005
1684814174.5529172,0.0,0.005
1684814174.573532,0.0,0.005
1684814174.5929863,0.0,0.005
1684814174.6132488,0.0,0.005
1684814174.6330056,0.0,0.005
1684814174.6531732,0.0,0.005
1684814174.6738098,0.0,0.005
1684814174.6934032,0.0,0.005
1684814174.713414,0.0,0.005
1684814174.7339313,0.0,0.005
1684814174.7530565,0.0,0.005
1684814174.7738256,0.0,0.005
1684814174.7938452,0.0,0.005
1684814174.813235,0.0,0.005
1684814174.8336506,0.0,0.005
1684814174.8532386,0.0,0.005
1684814174.873393,0.0,0.005
1684814174.8935812,0.0,0.005
1684814174.9138093,0.0,0.005
1684814174.9333773,0.0,0.005
1684814174.9538684,0.0,0.005
1684814174.9731755,0.0,0.005
1684814174.9937825,0.0,0.005
1684814175.0132344,0.0,0.005
1684814175.0331924,0.0,0.005
1684814175.0530038,0.0,0.005
1684814175.0731082,0.0,0.005
1684814175.0929077,0.0,0.005
1684814175.1130114,0.0,0.005
1684814175.1330664,0.0,0.005
1684814175.1535752,0.0,0.005
1684814175.17392,0.0,0.005
1684814175.1933684,0.0,0.005
1684814175.2135935,0.0,0.005
1684814175.233905,0.0,0.005
1684814175.2536616,0.0,0.005
1684814175.273858,0.0,0.005
1684814175.293847,0.0,0.005
1684814175.3131657,0.0,0.005
1684814175.3337953,0.0,0.005
1684814175.3531675,0.0,0.005
1684814175.3734407,0.0,0.005
1684814175.393461,0.0,0.005
1684814175.4128938,0.0,0.005
1684814175.4336364,0.0,0.005
1684814175.4544249,0.0,0.005
1684814175.473542,0.0,0.005
1684814175.4937978,0.0,0.005
1684814175.513926,0.0,0.005
1684814175.5330143,0.0,0.005
1684814175.5533223,0.0,0.005
1684814175.572984,0.0,0.005
1684814175.593749,0.0,0.005
1684814175.613439,0.0,0.005
1684814175.6329553,0.0,0.005
1684814175.6537144,0.0,0.005
1684814175.6731992,0.0,0.005
1684814175.6929672,0.0,0.005
1684814175.7137947,0.0,0.005
1684814175.733324,0.0,0.005
1684814175.7533588,0.0,0.005
1684814175.7737854,0.0,0.005
1684814175.7933145,0.0,0.005
1684814175.8135052,0.0,0.005
1684814175.833929,0.0,0.005
1684814175.8533356,0.0,0.005
1684814175.8739307,0.0,0.005
1684814175.8935854,0.0,0.005
1684814175.9133317,0.0,0.005
1684814175.9333262,0.0,0.013000000000000001
1684814175.953197,0.0,0.013000000000000001
1684814175.9733448,0.0,0.013000000000000001
1684814175.9939568,0.0,0.013000000000000001
1684814176.0132833,0.0,0.013000000000000001
1684814176.0337844,0.0,0.013000000000000001
1684814176.0544431,0.0,0.013000000000000001
1684814176.073824,0.0,0.013000000000000001
1684814176.0938513,0.0,0.013000000000000001
1684814176.113839,0.0,0.013000000000000001
