time,heading,gps_heading,speeed,gspeed,gear
1684582858.671774,54.224231489759234,54.224231489759234,0.0,0.018,0
1684582858.6914399,54.224231489759234,54.224231489759234,0.0,0.018,0
1684582858.7121477,54.224231489759234,54.224231489759234,0.0,0.018,0
1684582858.7320673,54.224231489759234,54.224231489759234,0.0,0.018,0
1684582858.751748,54.224073507594,54.224073507594,0.0,0.018,0
1684582858.7720644,54.224073507594,54.224073507594,0.0,0.018,0
1684582858.791611,54.224073507594,54.224073507594,0.0,0.018,0
1684582858.8117092,54.224231489759234,54.224231489759234,0.0,0.018,0
1684582858.8327897,54.224231489759234,54.224231489759234,0.0,0.018,0
1684582858.851836,54.224231489759234,54.224231489759234,0.0,0.018,0
1684582858.8721118,54.224231489759234,54.224231489759234,0.0,0.018,0
1684582858.8915477,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582858.9116118,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582858.9320529,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582858.9517412,54.224073507594,54.224073507594,0.0,0.0072,0
1684582858.9718246,54.224073507594,54.224073507594,0.0,0.0072,0
1684582858.9917889,54.22388442130668,54.22388442130668,0.0,0.0072,0
1684582859.0115268,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582859.0321813,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582859.05224,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582859.0715458,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582859.0923696,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582859.112094,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582859.1317499,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582859.1520655,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582859.1715407,54.224231489759234,54.224231489759234,0.0,0.0072,0
1684582859.19178,54.224073507594,54.224073507594,0.0,0.0072,0
1684582859.2122002,54.224073507594,54.224073507594,0.0,0.0072,0
1684582859.2314825,54.21503924418849,54.21503924418849,0.0,0.0072,0
1684582859.2515984,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.2718055,54.21503924418849,54.21503924418849,0.0,0.0072,0
1684582859.2916572,54.21503924418849,54.21503924418849,0.0,0.0072,0
1684582859.3121493,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.3318124,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.3513122,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.3715081,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.3916883,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.411673,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.432196,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.4515522,54.21500712861422,54.21500712861422,0.0,0.0072,0
1684582859.4716885,54.21500712861422,54.21500712861422,0.0,0.0072,0
1684582859.49161,54.21500712861422,54.21500712861422,0.0,0.0072,0
1684582859.5114357,54.21500712861422,54.21500712861422,0.0,0.0072,0
1684582859.5315838,54.21500712861422,54.21500712861422,0.0,0.0072,0
1684582859.5521615,54.21500712861422,54.21500712861422,0.0,0.0072,0
1684582859.5717638,54.21500712861422,54.21500712861422,0.0,0.0072,0
1684582859.5921419,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.6117682,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.6317463,54.215197192258444,54.215197192258444,0.0,0.0072,0
1684582859.6527,54.215197192258444,54.215197192258444,0.0,0.0072,0
