time,x,y,gps_heading,gspeed
1684816133.7451892,7.893799091780965,6.802915779759037,53.730050000000006,0.81
1684816133.7660797,7.893799091780965,6.802915779759037,53.730050000000006,0.81
1684816133.7857249,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.8052375,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.8260617,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.8448873,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.865738,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.8850396,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.9051805,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.924984,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.946289,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.9648006,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816133.985164,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816134.0062132,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816134.0252523,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816134.0450988,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816134.0648365,8.575726034688099,7.446633437105051,50.24871999999999,1.039
1684816134.084697,8.575726034688099,7.446633437105051,50.24871999999999,1.039
