time,gps_heading,gspeed
1684814364.1975188,0.0,0.0
1684814364.2167327,0.0,0.0
1684814364.2372966,0.0,0.0
1684814364.25748,0.0,0.0
1684814364.2774222,0.0,0.0
1684814364.2974925,0.0,0.0
1684814364.317019,0.0,0.0
1684814364.3368485,0.0,0.0
1684814364.3573692,0.0,0.0
1684814364.37693,0.0,0.0
1684814364.397026,0.0,0.0
1684814364.4171808,0.0,0.0
1684814364.4366229,0.0,0.0
1684814364.4569468,0.0,0.0
1684814364.477147,0.0,0.0
1684814364.4972873,0.0,0.004
1684814364.5173733,0.0,0.004
1684814364.5380278,0.0,0.004
1684814364.5570228,0.0,0.004
1684814364.5771,0.0,0.004
1684814364.5969768,0.0,0.004
1684814364.6169517,0.0,0.004
1684814364.636942,0.0,0.004
1684814364.6566637,0.0,0.004
1684814364.6769955,0.0,0.004
1684814364.6973882,0.0,0.004
1684814364.7167797,0.0,0.004
1684814364.7372499,0.0,0.004
1684814364.7573688,0.0,0.004
1684814364.7768912,0.0,0.004
1684814364.7970867,0.0,0.004
1684814364.8162303,0.0,0.004
1684814364.836162,0.0,0.004
1684814364.8561249,0.0,0.004
1684814364.8761227,0.0,0.004
1684814364.8961399,0.0,0.004
1684814364.9161186,0.0,0.004
1684814364.9370303,0.0,0.004
1684814364.9567509,0.0,0.004
1684814364.9766757,0.0,0.004
1684814364.9967165,0.0,0.004
1684814365.01661,0.0,0.004
1684814365.0369394,0.0,0.004
1684814365.0566018,0.0,0.004
1684814365.0774183,0.0,0.004
1684814365.0968788,0.0,0.004
1684814365.1170814,0.0,0.004
1684814365.1374774,0.0,0.004
1684814365.1565585,0.0,0.004
1684814365.1766922,0.0,0.004
1684814365.1971169,0.0,0.004
1684814365.2164464,0.0,0.004
1684814365.2368762,0.0,0.004
1684814365.2575555,0.0,0.004
1684814365.2772417,0.0,0.004
1684814365.2974124,0.0,0.004
1684814365.3169682,0.0,0.004
1684814365.3369336,0.0,0.004
1684814365.357403,0.0,0.004
1684814365.376922,0.0,0.004
1684814365.3973565,0.0,0.004
1684814365.417337,0.0,0.004
1684814365.4366572,0.0,0.004
1684814365.4574692,0.0,0.004
1684814365.4769557,0.0,0.004
1684814365.4969478,0.0,0.002
1684814365.5169854,0.0,0.002
1684814365.536891,0.0,0.002
1684814365.5567427,0.0,0.002
1684814365.5767086,0.0,0.002
1684814365.5966475,0.0,0.002
1684814365.61745,0.0,0.002
1684814365.6364625,0.0,0.002
1684814365.657016,0.0,0.002
1684814365.6766272,0.0,0.002
1684814365.6968107,0.0,0.002
1684814365.7172587,0.0,0.002
1684814365.7373455,0.0,0.002
1684814365.7567089,0.0,0.002
1684814365.7772086,0.0,0.002
1684814365.7975168,0.0,0.002
1684814365.816889,0.0,0.002
1684814365.8369741,0.0,0.002
1684814365.8567288,0.0,0.002
1684814365.8764982,0.0,0.002
1684814365.8969693,0.0,0.002
1684814365.9169703,0.0,0.002
1684814365.9369018,0.0,0.002
1684814365.9572866,0.0,0.002
1684814365.9766815,0.0,0.002
1684814365.9967103,0.0,0.002
1684814366.0175416,0.0,0.002
1684814366.0368752,0.0,0.002
1684814366.057282,0.0,0.002
1684814366.0770974,0.0,0.002
1684814366.0968108,0.0,0.002
1684814366.117339,0.0,0.002
1684814366.13669,0.0,0.002
1684814366.1568413,0.0,0.002
1684814366.1764846,0.0,0.002
1684814366.196988,0.0,0.002
1684814366.217077,0.0,0.002
1684814366.2375224,0.0,0.002
1684814366.256776,0.0,0.002
1684814366.2770948,0.0,0.002
1684814366.2974548,0.0,0.002
1684814366.3168895,0.0,0.002
1684814366.3371425,0.0,0.002
1684814366.3565176,0.0,0.002
1684814366.3768198,0.0,0.002
1684814366.3964953,0.0,0.002
1684814366.4166062,0.0,0.002
1684814366.4364965,0.0,0.002
1684814366.4569721,0.0,0.002
1684814366.476831,0.0,0.002
1684814366.4973257,0.0,0.002
1684814366.5174701,0.0,0.002
1684814366.5370402,0.0,0.002
1684814366.5573049,0.0,0.002
1684814366.5768948,0.0,0.002
1684814366.5971365,0.0,0.002
1684814366.6173985,0.0,0.002
1684814366.637079,0.0,0.002
1684814366.6570013,0.0,0.002
1684814366.6773531,0.0,0.002
1684814366.6967902,0.0,0.002
1684814366.7170212,0.0,0.002
1684814366.7371557,0.0,0.002
1684814366.756571,0.0,0.002
1684814366.7774458,0.0,0.002
1684814366.7972453,0.0,0.002
1684814366.8170273,0.0,0.002
1684814366.8375134,0.0,0.002
1684814366.8568835,0.0,0.002
1684814366.8774352,0.0,0.002
1684814366.8975353,0.0,0.002
1684814366.9168847,0.0,0.002
1684814366.9373803,0.0,0.002
1684814366.95622,0.0,0.002
1684814366.9764864,0.0,0.002
1684814366.9974003,0.0,0.002
1684814367.0171769,0.0,0.002
1684814367.0369048,0.0,0.002
1684814367.0576112,0.0,0.002
1684814367.076841,0.0,0.002
1684814367.097546,0.0,0.002
1684814367.1177154,0.0,0.002
1684814367.1369648,0.0,0.002
1684814367.1573558,0.0,0.002
1684814367.1769326,0.0,0.002
1684814367.1972775,0.0,0.002
1684814367.2173898,0.0,0.002
1684814367.2369914,0.0,0.002
1684814367.257685,0.0,0.002
1684814367.2774937,0.0,0.002
1684814367.2966282,0.0,0.002
1684814367.3174486,0.0,0.002
1684814367.3373063,0.0,0.002
1684814367.3569858,0.0,0.002
1684814367.377305,0.0,0.002
1684814367.3969858,0.0,0.002
1684814367.416775,0.0,0.002
1684814367.4370477,0.0,0.002
1684814367.4573755,0.0,0.002
1684814367.4773688,0.0,0.002
1684814367.4974792,0.0,0.004
1684814367.5167496,0.0,0.004
1684814367.5375578,0.0,0.004
1684814367.5568042,0.0,0.004
1684814367.5763652,0.0,0.004
1684814367.5969024,0.0,0.004
1684814367.617004,0.0,0.004
1684814367.6371047,0.0,0.004
1684814367.657517,0.0,0.004
1684814367.676902,0.0,0.004
1684814367.6974692,0.0,0.004
1684814367.7174947,0.0,0.004
1684814367.73703,0.0,0.004
1684814367.7573662,0.0,0.004
1684814367.7768402,0.0,0.004
1684814367.7969558,0.0,0.004
1684814367.8170855,0.0,0.004
1684814367.8365676,0.0,0.004
1684814367.8569582,0.0,0.004
1684814367.8775024,0.0,0.004
1684814367.8973908,0.0,0.004
1684814367.9174533,0.0,0.004
1684814367.9371893,0.0,0.004
1684814367.9572384,0.0,0.004
1684814367.9774408,0.0,0.004
1684814367.9971817,0.0,0.004
1684814368.017222,0.0,0.004
1684814368.0375495,0.0,0.004
1684814368.056799,0.0,0.004
1684814368.0772507,0.0,0.004
1684814368.0975785,0.0,0.004
1684814368.1172361,0.0,0.004
1684814368.1375747,0.0,0.004
1684814368.1571379,0.0,0.004
1684814368.1768906,0.0,0.004
1684814368.1975832,0.0,0.004
1684814368.2168884,0.0,0.004
1684814368.237103,0.0,0.004
1684814368.2575343,0.0,0.004
1684814368.276506,0.0,0.004
1684814368.297326,0.0,0.004
1684814368.317685,0.0,0.004
1684814368.3368928,0.0,0.004
