time,gps_heading,gspeed
1684814055.0434663,0.0,0.0
1684814055.0637488,0.0,0.0
1684814055.0835571,0.0,0.0
1684814055.104456,0.0,0.0
1684814055.1239367,0.0,0.0
1684814055.143775,0.0,0.0
1684814055.1643362,0.0,0.0
1684814055.184089,0.0,0.0
1684814055.2039378,0.0,0.0
1684814055.2243376,0.0,0.0
1684814055.2442107,0.0,0.0
1684814055.2647257,0.0,0.0
1684814055.2842064,0.0,0.0
1684814055.3033803,0.0,0.0
1684814055.32394,0.0,0.0
1684814055.344446,0.0,0.0
1684814055.364674,0.0,0.0
1684814055.3839,0.0,0.0
1684814055.4038737,0.0,0.0
1684814055.4241552,0.0,0.0
1684814055.443514,0.0,0.0
1684814055.4638968,0.0,0.0
1684814055.48463,0.0,0.0
1684814055.5043468,0.0,0.0
1684814055.5243802,0.0,0.0
1684814055.5445113,0.0,0.0
1684814055.5637906,0.0,0.0
1684814055.584324,0.0,0.0
1684814055.60381,0.0,0.0
1684814055.623693,0.0,0.0
1684814055.6434214,0.0,0.0
1684814055.6648567,0.0,0.004
1684814055.683535,0.0,0.004
1684814055.7045782,0.0,0.004
1684814055.723459,0.0,0.004
1684814055.743657,0.0,0.004
1684814055.7637966,0.0,0.004
1684814055.7840552,0.0,0.004
1684814055.803727,0.0,0.004
1684814055.8240788,0.0,0.004
1684814055.8438368,0.0,0.004
1684814055.8636847,0.0,0.004
1684814055.8841817,0.0,0.004
1684814055.9048085,0.0,0.004
1684814055.923689,0.0,0.004
1684814055.944093,0.0,0.004
1684814055.9638364,0.0,0.004
1684814055.9843302,0.0,0.004
1684814056.0048182,0.0,0.004
1684814056.0237236,0.0,0.004
1684814056.0446107,0.0,0.004
1684814056.0638587,0.0,0.004
1684814056.0839221,0.0,0.004
1684814056.1038706,0.0,0.004
1684814056.1239436,0.0,0.004
1684814056.143917,0.0,0.004
1684814056.164476,0.0,0.004
1684814056.1841462,0.0,0.004
1684814056.2038677,0.0,0.004
1684814056.2241006,0.0,0.004
1684814056.2438374,0.0,0.004
1684814056.2646575,0.0,0.004
1684814056.2842333,0.0,0.004
1684814056.3043654,0.0,0.004
1684814056.324098,0.0,0.004
1684814056.3437417,0.0,0.004
1684814056.3634849,0.0,0.004
1684814056.3841124,0.0,0.004
1684814056.4035778,0.0,0.004
1684814056.4235654,0.0,0.004
1684814056.44396,0.0,0.004
1684814056.4641337,0.0,0.004
1684814056.484447,0.0,0.004
1684814056.504293,0.0,0.004
1684814056.523448,0.0,0.004
1684814056.544563,0.0,0.004
1684814056.5640054,0.0,0.004
1684814056.5843873,0.0,0.004
1684814056.6049452,0.0,0.004
1684814056.6244688,0.0,0.004
1684814056.6437106,0.0,0.004
1684814056.6635256,0.0,0.007
1684814056.6834612,0.0,0.007
1684814056.7037144,0.0,0.007
1684814056.7241151,0.0,0.007
1684814056.7435017,0.0,0.007
1684814056.7648456,0.0,0.007
1684814056.7842288,0.0,0.007
1684814056.8038728,0.0,0.007
1684814056.8252058,0.0,0.007
1684814056.84406,0.0,0.007
1684814056.8648617,0.0,0.007
1684814056.8841875,0.0,0.007
1684814056.9042296,0.0,0.007
1684814056.9246464,0.0,0.007
1684814056.943999,0.0,0.007
1684814056.964137,0.0,0.007
1684814056.9843953,0.0,0.007
1684814057.0038984,0.0,0.007
1684814057.0240324,0.0,0.007
1684814057.0451498,0.0,0.007
1684814057.0643468,0.0,0.007
1684814057.0844114,0.0,0.007
1684814057.104102,0.0,0.007
1684814057.1238742,0.0,0.007
1684814057.144814,0.0,0.007
1684814057.163737,0.0,0.007
1684814057.184012,0.0,0.007
1684814057.2040725,0.0,0.007
1684814057.2244244,0.0,0.007
1684814057.244043,0.0,0.007
1684814057.2632828,0.0,0.007
1684814057.2836473,0.0,0.007
1684814057.3048024,0.0,0.007
1684814057.3241413,0.0,0.007
1684814057.3438416,0.0,0.007
1684814057.3645487,0.0,0.007
1684814057.3837004,0.0,0.007
1684814057.404185,0.0,0.007
1684814057.4249966,0.0,0.007
1684814057.4438548,0.0,0.007
1684814057.4645333,0.0,0.007
1684814057.4839392,0.0,0.007
1684814057.504353,0.0,0.007
1684814057.52497,0.0,0.007
1684814057.5443642,0.0,0.007
1684814057.5640302,0.0,0.007
1684814057.584673,0.0,0.007
1684814057.604064,0.0,0.007
1684814057.6241229,0.0,0.007
1684814057.6447382,0.0,0.007
1684814057.6639037,0.0,0.004
1684814057.684307,0.0,0.004
1684814057.7039118,0.0,0.004
1684814057.7235382,0.0,0.004
1684814057.7438705,0.0,0.004
1684814057.763982,0.0,0.004
1684814057.7836459,0.0,0.004
1684814057.8040442,0.0,0.004
1684814057.8237956,0.0,0.004
1684814057.8441756,0.0,0.004
1684814057.8640087,0.0,0.004
1684814057.883649,0.0,0.004
1684814057.904082,0.0,0.004
1684814057.9241593,0.0,0.004
1684814057.9435682,0.0,0.004
1684814057.9640872,0.0,0.004
1684814057.9838395,0.0,0.004
1684814058.0039616,0.0,0.004
1684814058.0240853,0.0,0.004
1684814058.0437236,0.0,0.004
1684814058.0640569,0.0,0.004
1684814058.0841506,0.0,0.004
1684814058.103584,0.0,0.004
1684814058.1239102,0.0,0.004
1684814058.1442823,0.0,0.004
1684814058.1635268,0.0,0.004
1684814058.1840043,0.0,0.004
1684814058.2038476,0.0,0.004
1684814058.22351,0.0,0.004
1684814058.2441795,0.0,0.004
1684814058.2640378,0.0,0.004
1684814058.2837498,0.0,0.004
1684814058.3044386,0.0,0.004
1684814058.3236473,0.0,0.004
1684814058.344072,0.0,0.004
1684814058.3653286,0.0,0.004
1684814058.3838754,0.0,0.004
1684814058.404273,0.0,0.004
1684814058.424333,0.0,0.004
1684814058.443785,0.0,0.004
1684814058.4638531,0.0,0.004
1684814058.4844658,0.0,0.004
1684814058.5039852,0.0,0.004
1684814058.5245855,0.0,0.004
1684814058.5439038,0.0,0.004
1684814058.5638723,0.0,0.004
1684814058.5849738,0.0,0.004
1684814058.6042335,0.0,0.004
1684814058.6242032,0.0,0.004
1684814058.644841,0.0,0.004
1684814058.6639423,0.0,0.005
1684814058.6845868,0.0,0.005
1684814058.7042027,0.0,0.005
1684814058.7238781,0.0,0.005
1684814058.7448661,0.0,0.005
1684814058.7638462,0.0,0.005
1684814058.783862,0.0,0.005
1684814058.80405,0.0,0.005
1684814058.824612,0.0,0.005
1684814058.8441553,0.0,0.005
1684814058.863932,0.0,0.005
1684814058.88407,0.0,0.005
1684814058.903775,0.0,0.005
1684814058.9240093,0.0,0.005
1684814058.9441009,0.0,0.005
1684814058.9641118,0.0,0.005
1684814058.9837623,0.0,0.005
1684814059.0040643,0.0,0.005
1684814059.024217,0.0,0.005
1684814059.043852,0.0,0.005
1684814059.0638654,0.0,0.005
1684814059.0841646,0.0,0.005
1684814059.1037848,0.0,0.005
1684814059.123967,0.0,0.005
1684814059.1443782,0.0,0.005
1684814059.1645415,0.0,0.005
1684814059.1846142,0.0,0.005
1684814059.2038395,0.0,0.005
1684814059.2239532,0.0,0.005
1684814059.2446833,0.0,0.005
1684814059.2639875,0.0,0.005
1684814059.2843323,0.0,0.005
1684814059.3049908,0.0,0.005
1684814059.3240147,0.0,0.005
1684814059.3446102,0.0,0.005
1684814059.3648543,0.0,0.005
1684814059.384166,0.0,0.005
1684814059.4046946,0.0,0.005
1684814059.4243293,0.0,0.005
1684814059.4440405,0.0,0.005
1684814059.464073,0.0,0.005
1684814059.4836938,0.0,0.005
1684814059.5040085,0.0,0.005
1684814059.5242531,0.0,0.005
1684814059.5437493,0.0,0.005
1684814059.564745,0.0,0.005
1684814059.5843046,0.0,0.005
1684814059.6037993,0.0,0.005
1684814059.625005,0.0,0.005
1684814059.6442394,0.0,0.005
1684814059.6640599,0.0,0.004
1684814059.685111,0.0,0.004
1684814059.7038825,0.0,0.004
1684814059.723923,0.0,0.004
1684814059.744923,0.0,0.004
1684814059.7640035,0.0,0.004
1684814059.7842486,0.0,0.004
1684814059.8042157,0.0,0.004
1684814059.8236766,0.0,0.004
1684814059.845118,0.0,0.004
1684814059.8642657,0.0,0.004
1684814059.883778,0.0,0.004
1684814059.9044268,0.0,0.004
1684814059.924237,0.0,0.004
1684814059.9445403,0.0,0.004
1684814059.9653432,0.0,0.004
1684814059.9836295,0.0,0.004
1684814060.0039463,0.0,0.004
1684814060.0242643,0.0,0.004
1684814060.0438986,0.0,0.004
1684814060.0639043,0.0,0.004
1684814060.083449,0.0,0.004
1684814060.1040564,0.0,0.004
1684814060.1240642,0.0,0.004
1684814060.1440258,0.0,0.004
1684814060.1641567,0.0,0.004
1684814060.184996,0.0,0.004
1684814060.203618,0.0,0.004
1684814060.2241964,0.0,0.004
1684814060.244912,0.0,0.004
1684814060.2642233,0.0,0.004
1684814060.2846026,0.0,0.004
1684814060.3044248,0.0,0.004
1684814060.324159,0.0,0.004
1684814060.3448524,0.0,0.004
1684814060.3639958,0.0,0.004
1684814060.384768,0.0,0.004
1684814060.4048955,0.0,0.004
1684814060.4243164,0.0,0.004
1684814060.4439092,0.0,0.004
1684814060.464176,0.0,0.004
1684814060.4839964,0.0,0.004
1684814060.5051577,0.0,0.004
1684814060.5238304,0.0,0.004
1684814060.543935,0.0,0.004
1684814060.5647392,0.0,0.004
1684814060.5840049,0.0,0.004
1684814060.6047552,0.0,0.004
1684814060.6241906,0.0,0.004
1684814060.6436534,0.0,0.004
1684814060.6648018,0.0,0.005
1684814060.684459,0.0,0.005
1684814060.7040813,0.0,0.005
1684814060.7243958,0.0,0.005
1684814060.7440612,0.0,0.005
1684814060.7641337,0.0,0.005
1684814060.784883,0.0,0.005
1684814060.8038328,0.0,0.005
1684814060.8244429,0.0,0.005
1684814060.8446376,0.0,0.005
1684814060.8639963,0.0,0.005
1684814060.884441,0.0,0.005
1684814060.904151,0.0,0.005
1684814060.924013,0.0,0.005
1684814060.9445715,0.0,0.005
1684814060.9641707,0.0,0.005
1684814060.9841032,0.0,0.005
