x,y,time,encoder_right
42.88444069520374,48.70012031167491,1686222559.2153842,0
42.88444069520374,48.70012031167491,1686222559.2356544,0
42.88444069520374,48.70012031167491,1686222559.2553825,0
42.88444069520374,48.70012031167491,1686222559.275441,0
42.88444069520374,48.70012031167491,1686222559.2955973,0
42.88444069520374,48.70012031167491,1686222559.315211,0
42.88444069520374,48.70012031167491,1686222559.3352425,0
42.88444069520374,48.70012031167491,1686222559.3554106,0
42.88444069520374,48.70012031167491,1686222559.3753326,0
42.88444069520374,48.70012031167491,1686222559.3955555,0
42.88444069520374,48.70012031167491,1686222559.4156477,0
42.88444069520374,48.70012031167491,1686222559.4351165,0
42.88444069520374,48.70012031167491,1686222559.4555426,0
42.88444069520374,48.70012031167491,1686222559.4759607,0
42.88444069520374,48.70012031167491,1686222559.4953654,0
42.88444069520374,48.70012031167491,1686222559.5155327,0
42.88444069520374,48.70012031167491,1686222559.5353374,0
42.88444069520374,48.70012031167491,1686222559.5554478,0
42.88444069520374,48.70012031167491,1686222559.5753186,0
42.88444069520374,48.70012031167491,1686222559.5956135,0
42.88444069520374,48.70012031167491,1686222559.6152875,0
42.88444069520374,48.70012031167491,1686222559.635176,0
42.88444069520374,48.70012031167491,1686222559.6555555,0
42.88444069520374,48.70012031167491,1686222559.6755774,0
42.88444069520374,48.70012031167491,1686222559.6953447,0
42.88444069520374,48.70012031167491,1686222559.7154346,0
42.88444069520374,48.70012031167491,1686222559.735389,0
42.88444069520374,48.70012031167491,1686222559.755293,0
42.88444069520374,48.70012031167491,1686222559.7751908,0
42.88444069520374,48.70012031167491,1686222559.7955031,0
42.88444069520374,48.70012031167491,1686222559.815547,0
42.88444069520374,48.70012031167491,1686222559.835396,0
42.88444069520374,48.70012031167491,1686222559.855379,0
42.88444069520374,48.70012031167491,1686222559.875604,0
42.88444069520374,48.70012031167491,1686222559.8953662,0
42.88444069520374,48.70012031167491,1686222559.9153755,0
42.88444069520374,48.70012031167491,1686222559.9356134,0
42.88444069520374,48.70012031167491,1686222559.9553735,0
42.88444069520374,48.70012031167491,1686222559.9756532,0
42.88444069520374,48.70012031167491,1686222559.9954562,0
42.88444069520374,48.70012031167491,1686222560.0151432,0
42.88444069520374,48.70012031167491,1686222560.0358493,0
42.88444069520374,48.70012031167491,1686222560.0557232,0
42.88444069520374,48.70012031167491,1686222560.0754569,0
42.88444069520374,48.70012031167491,1686222560.0956059,0
42.88444069520374,48.70012031167491,1686222560.1154816,0
42.88444069520374,48.70012031167491,1686222560.1356037,0
42.88444069520374,48.70012031167491,1686222560.15557,0
42.88444069520374,48.70012031167491,1686222560.1755137,0
42.88444069520374,48.70012031167491,1686222560.1952386,0
42.88444069520374,48.70012031167491,1686222560.215493,0
42.88444069520374,48.70012031167491,1686222560.2355185,0
42.88444069520374,48.70012031167491,1686222560.2555845,0
42.88444069520374,48.70012031167491,1686222560.275491,0
42.88444069520374,48.70012031167491,1686222560.2954333,0
42.88444069520374,48.70012031167491,1686222560.3158104,0
42.88444069520374,48.70012031167491,1686222560.3355165,0
42.88444069520374,48.70012031167491,1686222560.3555143,0
42.88444069520374,48.70012031167491,1686222560.3755465,0
42.88444069520374,48.70012031167491,1686222560.3954928,0
42.88444069520374,48.70012031167491,1686222560.4153712,0
42.88444069520374,48.70012031167491,1686222560.4355695,0
42.88444069520374,48.70012031167491,1686222560.4554484,0
42.88444069520374,48.70012031167491,1686222560.4754758,0
42.88444069520374,48.70012031167491,1686222560.4959614,0
42.88444069520374,48.70012031167491,1686222560.5157833,0
42.88444069520374,48.70012031167491,1686222560.5355592,0
42.88444069520374,48.70012031167491,1686222560.5557127,0
42.88444069520374,48.70012031167491,1686222560.575223,0
42.88444069520374,48.70012031167491,1686222560.595297,0
42.88444069520374,48.70012031167491,1686222560.6155941,0
42.88444069520374,48.70012031167491,1686222560.6355317,0
42.88444069520374,48.70012031167491,1686222560.6559649,0
42.88444069520374,48.70012031167491,1686222560.675734,0
42.88444069520374,48.70012031167491,1686222560.6956573,0
42.88444069520374,48.70012031167491,1686222560.7156947,0
42.88444069520374,48.70012031167491,1686222560.7363927,0
42.88444069520374,48.70012031167491,1686222560.755457,0
42.88444069520374,48.70012031167491,1686222560.7757437,0
42.88444069520374,48.70012031167491,1686222560.7955127,0
42.88444069520374,48.70012031167491,1686222560.816044,0
42.88444069520374,48.70012031167491,1686222560.835659,0
42.88444069520374,48.70012031167491,1686222560.8554075,0
42.88444069520374,48.70012031167491,1686222560.8756475,0
42.88444069520374,48.70012031167491,1686222560.895614,0
42.88444069520374,48.70012031167491,1686222560.9157286,0
42.88444069520374,48.70012031167491,1686222560.9355807,0
42.88444069520374,48.70012031167491,1686222560.9560492,0
42.88444069520374,48.70012031167491,1686222560.9754822,0
42.88444069520374,48.70012031167491,1686222560.9959,0
42.88444069520374,48.70012031167491,1686222561.0159862,0
42.88444069520374,48.70012031167491,1686222561.0353253,0
42.88444069520374,48.70012031167491,1686222561.0556152,0
42.88444069520374,48.70012031167491,1686222561.075494,0
42.88444069520374,48.70012031167491,1686222561.0953898,0
42.88444069520374,48.70012031167491,1686222561.1153495,0
42.88444069520374,48.70012031167491,1686222561.1355803,0
42.88444069520374,48.70012031167491,1686222561.1557262,0
42.88444069520374,48.70012031167491,1686222561.175581,0
42.88444069520374,48.70012031167491,1686222561.195412,0
42.88444069520374,48.70012031167491,1686222561.215163,0
42.88444069520374,48.70012031167491,1686222561.2356923,0
42.88444069520374,48.70012031167491,1686222561.2556002,0
42.88444069520374,48.70012031167491,1686222561.2758281,0
42.88444069520374,48.70012031167491,1686222561.2955284,0
42.88444069520374,48.70012031167491,1686222561.315337,0
42.88444069520374,48.70012031167491,1686222561.3351982,0
42.88444069520374,48.70012031167491,1686222561.3555465,0
42.88444069520374,48.70012031167491,1686222561.375642,0
42.88444069520374,48.70012031167491,1686222561.3958724,0
42.88444069520374,48.70012031167491,1686222561.4154313,0
42.88444069520374,48.70012031167491,1686222561.4354203,0
42.88444069520374,48.70012031167491,1686222561.4561589,0
42.88444069520374,48.70012031167491,1686222561.4760427,0
42.88444069520374,48.70012031167491,1686222561.4960206,0
42.88444069520374,48.70012031167491,1686222561.5156267,0
42.88444069520374,48.70012031167491,1686222561.5361915,0
42.88444069520374,48.70012031167491,1686222561.555688,0
42.88444069520374,48.70012031167491,1686222561.5754116,0
42.88444069520374,48.70012031167491,1686222561.5956075,0
42.88444069520374,48.70012031167491,1686222561.615852,0
42.88444069520374,48.70012031167491,1686222561.6355011,0
42.88444069520374,48.70012031167491,1686222561.6554947,0
42.88444069520374,48.70012031167491,1686222561.6756096,0
42.88444069520374,48.70012031167491,1686222561.6952796,0
42.88444069520374,48.70012031167491,1686222561.7154307,0
42.88444069520374,48.70012031167491,1686222561.7357259,0
42.88444069520374,48.70012031167491,1686222561.7558172,0
42.88444069520374,48.70012031167491,1686222561.7752483,0
