x,y,time,encoder_right
16.78540809849704,15.981445298819246,1686221380.545022,-4981
16.78540809849704,15.981445298819246,1686221380.565859,-4981
16.78540809849704,15.981445298819246,1686221380.5850885,-4981
16.78540809849704,15.981445298819246,1686221380.6060295,-4981
16.78540809849704,15.981445298819246,1686221380.6253152,-4981
16.78540809849704,15.981445298819246,1686221380.6453161,-4981
16.78540809849704,15.981445298819246,1686221380.6655116,-4981
16.78540809849704,15.981445298819246,1686221380.685148,-4981
16.78540809849704,15.981445298819246,1686221380.7051806,-4981
16.78540809849704,15.981445298819246,1686221380.7249613,-4981
16.78540809849704,15.981445298819246,1686221380.7458448,-4981
16.78540809849704,15.981445298819246,1686221380.7652798,-4981
16.78540809849704,15.981445298819246,1686221380.7852695,-4981
16.78540809849704,15.981445298819246,1686221380.8052533,-4981
16.78540809849704,15.981445298819246,1686221380.8251696,-4981
16.78540809849704,15.981445298819246,1686221380.8452256,-4981
16.78540809849704,15.981445298819246,1686221380.8650014,-4981
16.78540809849704,15.981445298819246,1686221380.8852453,-4981
16.78540809849704,15.981445298819246,1686221380.9049282,-4981
16.78540809849704,15.981445298819246,1686221380.925141,-4981
16.78540809849704,15.981445298819246,1686221380.9449325,-4981
16.78540809849704,15.981445298819246,1686221380.9654703,-4981
16.78540809849704,15.981445298819246,1686221380.9855325,-4981
16.78540809849704,15.981445298819246,1686221381.0052314,-4981
16.78540809849704,15.981445298819246,1686221381.0251663,-4981
16.78540809849704,15.981445298819246,1686221381.0447853,-4981
16.78540809849704,15.981445298819246,1686221381.0652027,-4981
16.78540809849704,15.981445298819246,1686221381.0857449,-4981
16.78540809849704,15.981445298819246,1686221381.1050155,-4981
16.78540809849704,15.981445298819246,1686221381.1250334,-4981
16.78540809849704,15.981445298819246,1686221381.1448674,-4981
16.78540809849704,15.981445298819246,1686221381.1650937,-4981
16.78540809849704,15.981445298819246,1686221381.1855254,-4981
16.78540809849704,15.981445298819246,1686221381.2051232,-4981
16.78540809849704,15.981445298819246,1686221381.2250307,-4981
16.78540809849704,15.981445298819246,1686221381.2452538,-4981
16.78540809849704,15.981445298819246,1686221381.2653327,-4981
16.78540809849704,15.981445298819246,1686221381.2850115,-4981
16.78540809849704,15.981445298819246,1686221381.3048563,-4981
16.78540809849704,15.981445298819246,1686221381.3252647,-4981
16.78540809849704,15.981445298819246,1686221381.3448505,-4981
16.78540809849704,15.981445298819246,1686221381.3657227,-4981
16.78540809849704,15.981445298819246,1686221381.3853967,-4981
16.78540809849704,15.981445298819246,1686221381.404835,-4981
16.78540809849704,15.981445298819246,1686221381.4248886,-4981
16.78540809849704,15.981445298819246,1686221381.4450178,-4981
16.78540809849704,15.981445298819246,1686221381.4648082,-4981
