x,y
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685373048495,-5.039260645080719
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.46645685296657535,-5.028162075900543
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
-0.45760063531753925,-5.017063507953945
